time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-06T07:08:04.650Z,33.535,-116.7191667,4.03,0.56,ml,20,43,0.03389,0.13,ci,ci38347535,2019-05-06T13:42:37.358Z,"5km WSW of Anza, CA",earthquake,0.26,0.37,0.178,13,reviewed,ci,ci
2019-05-06T07:05:26.250Z,33.4911667,-116.7825,2.91,0.05,ml,12,118,0.02588,0.14,ci,ci38347527,2019-05-06T13:42:31.621Z,"9km NE of Aguanga, CA",earthquake,0.37,1.22,0.17,3,reviewed,ci,ci
2019-05-06T07:04:16.940Z,33.4816667,-116.7906667,3.97,0.96,ml,47,37,0.03167,0.22,ci,ci38347519,2019-05-06T13:43:19.050Z,"8km ENE of Aguanga, CA",earthquake,0.21,0.53,0.091,26,reviewed,ci,ci
2019-05-06T07:02:17.800Z,19.5706,-68.4963,91,2.67,md,4,253,1.0629,0.28,pr,pr2019126002,2019-05-06T11:44:30.656Z,"87km NE of Miches, Dominican Republic",earthquake,8.48,11.74,0.03,4,reviewed,pr,pr
2019-05-06T07:02:09.680Z,33.4876667,-116.787,3.94,0.18,ml,15,108,0.02705,0.21,ci,ci38347511,2019-05-06T07:05:52.154Z,"9km NE of Aguanga, CA",earthquake,0.45,0.97,0.131,3,automatic,ci,ci
2019-05-06T07:01:55.782Z,60.1112,-153.0286,117.3,2,ml,,,,0.7,ak,ak0195shw3hj,2019-05-06T07:07:05.096Z,"44km SSW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-06T07:01:21.300Z,37.1312,-116.5307,7.1,0,ml,10,230.64,0.146,0.1046,nn,nn00684151,2019-05-07T02:05:47.859Z,"32km NE of Beatty, Nevada",earthquake,,4.2,0.88,5,reviewed,nn,nn
2019-05-06T06:52:06.754Z,39.607,-120.0262,7.1,0.5,ml,5,162.8,0.05,0.0595,nn,nn00684150,2019-05-07T02:05:46.406Z,"9km SSW of Cold Springs, Nevada",earthquake,,3.1,0.33,3,reviewed,nn,nn
2019-05-06T06:45:44.960Z,37.4918333,-118.864,-1.52,0.65,md,7,290,0.1019,0.05,nc,nc73177805,2019-05-07T00:26:02.970Z,"18km WSW of Toms Place, CA",earthquake,2.95,2.3,0.107,6,reviewed,nc,nc
2019-05-06T06:43:21.037Z,66.3813,-157.2033,0,1.3,ml,,,,0.78,ak,ak0195shjl9j,2019-05-06T06:52:11.666Z,"60km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-06T06:34:45.690Z,34.1761667,-117.4406667,10.95,1.13,ml,35,35,0.05846,0.18,ci,ci38347487,2019-05-06T06:38:26.449Z,"6km SW of Devore, CA",earthquake,0.27,0.61,0.155,31,automatic,ci,ci
2019-05-06T06:33:55.020Z,33.6715,-116.7203333,14.45,0.33,ml,12,118,0.03889,0.09,ci,ci38347479,2019-05-06T19:23:56.853Z,"8km S of Idyllwild, CA",earthquake,0.32,0.59,0.036,6,reviewed,ci,ci
2019-05-06T06:30:37.677Z,61.932,-147.791,32.5,1.4,ml,,,,1.06,ak,ak0195shgu8l,2019-05-06T06:35:37.538Z,"57km ENE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-06T06:30:23.510Z,35.852,-117.6645,8.42,0.72,ml,11,89,0.06536,0.12,ci,ci38347471,2019-05-06T13:43:09.059Z,"24km ESE of Little Lake, CA",earthquake,0.33,0.84,0.196,9,reviewed,ci,ci
2019-05-06T06:26:40.234Z,-37.4261,-179.6324,10,4.8,mb,,123,1.644,0.78,us,us70003h8u,2019-05-06T07:11:28.040Z,"248km ENE of Gisborne, New Zealand",earthquake,4.5,1.9,0.144,15,reviewed,us,us
2019-05-06T06:24:07.160Z,38.8414993,-122.8391647,1.05,0.91,md,16,89,0.004086,0.04,nc,nc73177795,2019-05-06T07:28:02.605Z,"10km NW of The Geysers, CA",earthquake,0.22,0.58,0.04,3,automatic,nc,nc
